md5_hash,copies_count,file_paths,folders,filename_code_labels,evidence_based_labels_list,strict_5class_qualified,strict_5class_label,majority_5class_qualified,majority_5class_label,majority_resolved_by_voting,strict_binary_qualified,strict_binary_label,majority_binary_qualified,majority_binary_label,group_status
7817a1409aff085d129a854a92cb5c3a,5,raw_data\Baby Crying Sounds\noise\1-34094-A.ogg; raw_data\Dataset\not_cry\8n.ogg; raw_data_2\Baby Crying Sounds\noise\1-34094-A.ogg; raw_data_2\cry\noise\1-34094-A.ogg; raw_data_2\Dataset\not_cry\8n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
786078f325d8e967c0678dd709b3655a,2,raw_data\BABY CRY\scared\generated1_b6911857-98b7-4bd7-86b9-7dec90fbd897-1431351785422-1.7-m-72-sc.wav; raw_data_2\cry\scared\generated1_b6911857-98b7-4bd7-86b9-7dec90fbd897-1431351785422-1.7-m-72-sc.wav,scared,None,Unknown,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,unknown
7866340a12ee8e64d21715acc10c3e91,11,raw_data\BABY CRY\hungry\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757081034-1.7-m-48-hu.wav; raw_data\Baby Crying Sounds\discomfort\192c.wav; raw_data\Baby Crying Sounds\hungry\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757081034-1.7-m-48-hu.wav; raw_data\Dataset\cry\192c.wav; raw_data\donateacry_corpus\hungry\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757081034-1.7-m-48-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\192c.wav; raw_data_2\Baby Crying Sounds\hungry\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757081034-1.7-m-48-hu.wav; raw_data_2\cry\discomfort\192c.wav; raw_data_2\cry\hungry\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757081034-1.7-m-48-hu.wav; raw_data_2\Dataset\cry\192c.wav; raw_data_2\hungry\hungry1 (38).wav,discomfort; hungry; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
78b4f2e0dcb6ef1e8002a2d707eaf853,5,raw_data\Baby Crying Sounds\laugh\laugh_2.m4a_14.wav; raw_data\Dataset\not_cry\211n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_2.m4a_14.wav; raw_data_2\cry\laugh\laugh_2.m4a_14.wav; raw_data_2\Dataset\not_cry\211n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
78eb60c35bcdff4cc51bc84c260a94e0,11,raw_data\BABY CRY\hungry\9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav; raw_data\Baby Crying Sounds\hungry\9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav; raw_data\Baby Crying Sounds\tired\328c.wav; raw_data\Dataset\cry\328c.wav; raw_data\donateacry_corpus\hungry\9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\328c.wav; raw_data_2\cry\hungry\9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav; raw_data_2\cry\tired\328c.wav; raw_data_2\Dataset\cry\328c.wav; raw_data_2\hungry\hungry1 (96).wav,hungry; tired; cry,None; Hungry,Unknown; Hungry; Tired,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
79222202afff198fa22c3e95ad2acf7c,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_84.wav; raw_data\Dataset\not_cry\193n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_84.wav; raw_data_2\cry\laugh\laugh_1.m4a_84.wav; raw_data_2\Dataset\not_cry\193n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
7977fbbbb732ac866719f011001df076,5,raw_data\Baby Crying Sounds\burping\554c.wav; raw_data\Dataset\cry\554c.wav; raw_data_2\Baby Crying Sounds\burping\554c.wav; raw_data_2\cry\burping\554c.wav; raw_data_2\Dataset\cry\554c.wav,burping; cry,None,Burping; Unknown,no,Excluded/Unknown,yes,Burping,no,no,Excluded/Unknown,yes,Not Hungry,no_conflict
797e0ee17a1e31609096d35b805ca219,5,raw_data\Baby Crying Sounds\noise\1-59513-A.ogg; raw_data\Dataset\not_cry\19n.ogg; raw_data_2\Baby Crying Sounds\noise\1-59513-A.ogg; raw_data_2\cry\noise\1-59513-A.ogg; raw_data_2\Dataset\not_cry\19n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
79ef8e0ef8028b1698bf2f9abbade538,12,raw_data\BABY CRY\hungry\7fd72d70-07c4-40a0-85e9-c91df9bdefb2-1430994916704-1.7-f-04-hu.wav; raw_data\BABY CRY\tired\267c.wav; raw_data\Baby Crying Sounds\hungry\7fd72d70-07c4-40a0-85e9-c91df9bdefb2-1430994916704-1.7-f-04-hu.wav; raw_data\Baby Crying Sounds\tired\267c.wav; raw_data\Dataset\cry\267c.wav; raw_data\donateacry_corpus\hungry\7fd72d70-07c4-40a0-85e9-c91df9bdefb2-1430994916704-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\hungry\7fd72d70-07c4-40a0-85e9-c91df9bdefb2-1430994916704-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\tired\267c.wav; raw_data_2\cry\hungry\7fd72d70-07c4-40a0-85e9-c91df9bdefb2-1430994916704-1.7-f-04-hu.wav; raw_data_2\cry\tired\267c.wav; raw_data_2\Dataset\cry\267c.wav; raw_data_2\hungry\hungry1 (65).wav,hungry; tired; cry,None; Hungry,Unknown; Hungry; Tired,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
7a4da29cdc43fd923cd6358575a6e3ab,12,raw_data\BABY CRY\belly_pain\366c.wav; raw_data\BABY CRY\hungry\D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430083995-1.0-f-26-hu.wav; raw_data\Baby Crying Sounds\belly pain\366c.wav; raw_data\Baby Crying Sounds\hungry\D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430083995-1.0-f-26-hu.wav; raw_data\Dataset\cry\366c.wav; raw_data\donateacry_corpus\hungry\D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430083995-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\366c.wav; raw_data_2\Baby Crying Sounds\hungry\D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430083995-1.0-f-26-hu.wav; raw_data_2\cry\belly pain\366c.wav; raw_data_2\cry\hungry\D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430083995-1.0-f-26-hu.wav; raw_data_2\Dataset\cry\366c.wav; raw_data_2\hungry\hungry1 (317).wav,cry; hungry; belly pain; belly_pain,None; Hungry,Unknown; Belly Pain; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
7a52b8b001b3ae8366aa7b2559786a20,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_18.wav; raw_data\Dataset\not_cry\127n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_18.wav; raw_data_2\cry\laugh\laugh_1.m4a_18.wav; raw_data_2\Dataset\not_cry\127n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
7a73c747985d05e20b89a64f653e7dbf,5,raw_data\Baby Crying Sounds\silence\silence.wav_37.wav; raw_data\Dataset\not_cry\254n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_37.wav; raw_data_2\cry\silence\silence.wav_37.wav; raw_data_2\Dataset\not_cry\254n.wav,silence; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
7ab0a9ea254582325a3bd4e65efd6403,5,raw_data\Baby Crying Sounds\noise\4-183882-A.ogg; raw_data\Dataset\not_cry\82n.ogg; raw_data_2\Baby Crying Sounds\noise\4-183882-A.ogg; raw_data_2\cry\noise\4-183882-A.ogg; raw_data_2\Dataset\not_cry\82n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
7af4d181dfe43c6632cfe1e2e1fa1da7,6,raw_data\BABY CRY\cold_hot\63c.ogg; raw_data\Baby Crying Sounds\cold_hot\63c.ogg; raw_data\Dataset\cry\63c.ogg; raw_data_2\Baby Crying Sounds\cold_hot\63c.ogg; raw_data_2\cry\cold_hot\63c.ogg; raw_data_2\Dataset\cry\63c.ogg,cold_hot; cry,None,Unknown; Discomfort,no,Excluded/Unknown,yes,Discomfort,no,no,Excluded/Unknown,yes,Not Hungry,no_conflict
7b315170c5e5e5657bf03dbcb1cf5b52,1,raw_data\BABY CRY\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,belly_pain,Belly Pain,Belly Pain,yes,Belly Pain,yes,Belly Pain,no,yes,Not Hungry,yes,Not Hungry,no_conflict
7b45a390ee504f9fbb5a30ab081a82d2,11,raw_data\BABY CRY\hungry\653bf718-94bd-40d0-af7c-8fe44e07640c-1430759214066-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\discomfort\213c.wav; raw_data\Baby Crying Sounds\hungry\653bf718-94bd-40d0-af7c-8fe44e07640c-1430759214066-1.7-m-04-hu.wav; raw_data\Dataset\cry\213c.wav; raw_data\donateacry_corpus\hungry\653bf718-94bd-40d0-af7c-8fe44e07640c-1430759214066-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\213c.wav; raw_data_2\Baby Crying Sounds\hungry\653bf718-94bd-40d0-af7c-8fe44e07640c-1430759214066-1.7-m-04-hu.wav; raw_data_2\cry\discomfort\213c.wav; raw_data_2\cry\hungry\653bf718-94bd-40d0-af7c-8fe44e07640c-1430759214066-1.7-m-04-hu.wav; raw_data_2\Dataset\cry\213c.wav; raw_data_2\hungry\hungry1 (176).wav,discomfort; hungry; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
7b6814f85fa26965502e36ee0df9fd36,11,raw_data\BABY CRY\hungry\cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav; raw_data\Baby Crying Sounds\burping\489c.wav; raw_data\Baby Crying Sounds\hungry\cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav; raw_data\Dataset\cry\489c.wav; raw_data\donateacry_corpus\hungry\cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav; raw_data_2\Baby Crying Sounds\burping\489c.wav; raw_data_2\Baby Crying Sounds\hungry\cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav; raw_data_2\cry\burping\489c.wav; raw_data_2\cry\hungry\cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav; raw_data_2\Dataset\cry\489c.wav; raw_data_2\hungry\hungry1 (298).wav,burping; hungry; cry,None; Hungry,Burping; Unknown; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
7c24a2297c64442aae10c7cddf440573,6,raw_data\BABY CRY\belly_pain\434c.wav; raw_data\Baby Crying Sounds\belly pain\434c.wav; raw_data\Dataset\cry\434c.wav; raw_data_2\Baby Crying Sounds\belly pain\434c.wav; raw_data_2\cry\belly pain\434c.wav; raw_data_2\Dataset\cry\434c.wav,cry; belly pain; belly_pain,None,Unknown; Belly Pain,no,Excluded/Unknown,yes,Belly Pain,no,no,Excluded/Unknown,yes,Not Hungry,no_conflict
7c24ffe061b8b93ed0fe8e80e2f6efd5,12,raw_data\BABY CRY\belly_pain\380c.wav; raw_data\BABY CRY\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849335-1.1-f-48-hu.wav; raw_data\Baby Crying Sounds\belly pain\380c.wav; raw_data\Baby Crying Sounds\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849335-1.1-f-48-hu.wav; raw_data\Dataset\cry\380c.wav; raw_data\donateacry_corpus\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849335-1.1-f-48-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\380c.wav; raw_data_2\Baby Crying Sounds\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849335-1.1-f-48-hu.wav; raw_data_2\cry\belly pain\380c.wav; raw_data_2\cry\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849335-1.1-f-48-hu.wav; raw_data_2\Dataset\cry\380c.wav; raw_data_2\hungry\hungry1 (346).wav,cry; hungry; belly pain; belly_pain,None; Hungry,Unknown; Belly Pain; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
7c46e6b5e11536fb2c3f84a81a8f9ad6,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_77.wav; raw_data\Dataset\not_cry\186n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_77.wav; raw_data_2\cry\laugh\laugh_1.m4a_77.wav; raw_data_2\Dataset\not_cry\186n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
7cb17fd6954a1411f1c21faec7ed4d0a,11,raw_data\BABY CRY\burping\504c.wav; raw_data\Baby Crying Sounds\burping\504c.wav; raw_data\Baby Crying Sounds\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431587887997-1.7-m-04-ti.wav; raw_data\Dataset\cry\504c.wav; raw_data\donateacry_corpus\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431587887997-1.7-m-04-ti.wav; raw_data_2\Baby Crying Sounds\burping\504c.wav; raw_data_2\Baby Crying Sounds\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431587887997-1.7-m-04-ti.wav; raw_data_2\cry\burping\504c.wav; raw_data_2\cry\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431587887997-1.7-m-04-ti.wav; raw_data_2\Dataset\cry\504c.wav; raw_data_2\tired\20tired.wav,burping; tired; cry,None; Tired,Burping; Unknown; Tired,no,Excluded/Unknown,yes,Tired,yes,no,Excluded/Unknown,yes,Not Hungry,resolved_by_filename_priority
7daf8226c3b244c6cdecdb038fb44e86,12,raw_data\BABY CRY\cold_hot\82c.wav; raw_data\BABY CRY\hungry\24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\cold_hot\82c.wav; raw_data\Baby Crying Sounds\hungry\24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav; raw_data\Dataset\cry\82c.wav; raw_data\donateacry_corpus\hungry\24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\82c.wav; raw_data_2\Baby Crying Sounds\hungry\24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav; raw_data_2\cry\cold_hot\82c.wav; raw_data_2\cry\hungry\24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav; raw_data_2\Dataset\cry\82c.wav; raw_data_2\hungry\hungry1 (112).wav,hungry; cold_hot; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
7db7f9631f4020744e7df1cae0211998,5,raw_data\Baby Crying Sounds\silence\silence.wav_19.wav; raw_data\Dataset\not_cry\236n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_19.wav; raw_data_2\cry\silence\silence.wav_19.wav; raw_data_2\Dataset\not_cry\236n.wav,silence; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
7e9ccd933a7515489e09ceeec7d316f1,10,raw_data\Baby Crying Sounds\burping\488c.wav; raw_data\Baby Crying Sounds\tired\ca7d8d54-13cb-4060-8db4-90651b60c078-1434674792223-1.7-f-26-ti.wav; raw_data\Dataset\cry\488c.wav; raw_data\donateacry_corpus\tired\ca7d8d54-13cb-4060-8db4-90651b60c078-1434674792223-1.7-f-26-ti.wav; raw_data_2\Baby Crying Sounds\burping\488c.wav; raw_data_2\Baby Crying Sounds\tired\ca7d8d54-13cb-4060-8db4-90651b60c078-1434674792223-1.7-f-26-ti.wav; raw_data_2\cry\burping\488c.wav; raw_data_2\cry\tired\ca7d8d54-13cb-4060-8db4-90651b60c078-1434674792223-1.7-f-26-ti.wav; raw_data_2\Dataset\cry\488c.wav; raw_data_2\tired\17tired.wav,burping; tired; cry,None; Tired,Burping; Unknown; Tired,no,Excluded/Unknown,yes,Tired,yes,no,Excluded/Unknown,yes,Not Hungry,resolved_by_filename_priority
7e9cf757f557c3f16e9f485a33132b37,5,raw_data\Baby Crying Sounds\noise\4-165813-A.ogg; raw_data\Dataset\not_cry\79n.ogg; raw_data_2\Baby Crying Sounds\noise\4-165813-A.ogg; raw_data_2\cry\noise\4-165813-A.ogg; raw_data_2\Dataset\not_cry\79n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
7f83408cdbe50908946da16d070f42b5,5,raw_data\Baby Crying Sounds\laugh\laugh_2.m4a_10.wav; raw_data\Dataset\not_cry\207n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_2.m4a_10.wav; raw_data_2\cry\laugh\laugh_2.m4a_10.wav; raw_data_2\Dataset\not_cry\207n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
7f8912ae5a8da51c4f263344321749a0,5,raw_data\Baby Crying Sounds\noise\2-82274-A.ogg; raw_data\Dataset\not_cry\35n.ogg; raw_data_2\Baby Crying Sounds\noise\2-82274-A.ogg; raw_data_2\cry\noise\2-82274-A.ogg; raw_data_2\Dataset\not_cry\35n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
7fe9994b1f8bbf1669c2c6ad56890b53,12,raw_data\BABY CRY\belly_pain\456c.wav; raw_data\BABY CRY\hungry\adb53808-8b13-4c08-b055-6653c75298be-1430133962749-1.7-m-72-hu.wav; raw_data\Baby Crying Sounds\belly pain\456c.wav; raw_data\Baby Crying Sounds\hungry\adb53808-8b13-4c08-b055-6653c75298be-1430133962749-1.7-m-72-hu.wav; raw_data\Dataset\cry\456c.wav; raw_data\donateacry_corpus\hungry\adb53808-8b13-4c08-b055-6653c75298be-1430133962749-1.7-m-72-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\456c.wav; raw_data_2\Baby Crying Sounds\hungry\adb53808-8b13-4c08-b055-6653c75298be-1430133962749-1.7-m-72-hu.wav; raw_data_2\cry\belly pain\456c.wav; raw_data_2\cry\hungry\adb53808-8b13-4c08-b055-6653c75298be-1430133962749-1.7-m-72-hu.wav; raw_data_2\Dataset\cry\456c.wav; raw_data_2\hungry\hungry1 (256).wav,cry; hungry; belly pain; belly_pain,None; Hungry,Unknown; Belly Pain; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
80476e687e09c5e622cd5f7d5d10dd35,5,raw_data\Baby Crying Sounds\noise\2-144137-A.ogg; raw_data\Dataset\not_cry\44n.ogg; raw_data_2\Baby Crying Sounds\noise\2-144137-A.ogg; raw_data_2\cry\noise\2-144137-A.ogg; raw_data_2\Dataset\not_cry\44n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
80782a24a3e2ad3ddaedb4d8414b8cd9,2,raw_data\BABY CRY\hungry\hung_yasin_lapar_15.wav; raw_data_2\Infants Cry Sound\Dataset\Hungry\hung_yasin_lapar_15.wav,hungry; Hungry,None,Hungry,yes,Hungry,yes,Hungry,no,yes,Hungry,yes,Hungry,no_conflict
8090ee4fa8c7f5e64b3496949a869525,12,raw_data\BABY CRY\belly_pain\357c.wav; raw_data\BABY CRY\hungry\D18A30C6-4370-4BE0-83F8-031892F96603-1432989796-1.1-f-04-hu.wav; raw_data\Baby Crying Sounds\belly pain\357c.wav; raw_data\Baby Crying Sounds\hungry\D18A30C6-4370-4BE0-83F8-031892F96603-1432989796-1.1-f-04-hu.wav; raw_data\Dataset\cry\357c.wav; raw_data\donateacry_corpus\hungry\D18A30C6-4370-4BE0-83F8-031892F96603-1432989796-1.1-f-04-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\357c.wav; raw_data_2\Baby Crying Sounds\hungry\D18A30C6-4370-4BE0-83F8-031892F96603-1432989796-1.1-f-04-hu.wav; raw_data_2\cry\belly pain\357c.wav; raw_data_2\cry\hungry\D18A30C6-4370-4BE0-83F8-031892F96603-1432989796-1.1-f-04-hu.wav; raw_data_2\Dataset\cry\357c.wav; raw_data_2\hungry\hungry1 (310).wav,cry; hungry; belly pain; belly_pain,None; Hungry,Unknown; Belly Pain; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
80ca6361ffc5f18f61e6168235874bef,2,raw_data\BABY CRY\discomfort\uncom_natan21.wav; raw_data_2\Infants Cry Sound\Dataset\Uncomfortable\uncom_natan21.wav,discomfort; Uncomfortable,None,Discomfort,yes,Discomfort,yes,Discomfort,no,yes,Not Hungry,yes,Not Hungry,no_conflict
81c45d36fc17af3d388530bb992e8f5d,12,raw_data\BABY CRY\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav; raw_data\BABY CRY\tired\260c.wav; raw_data\Baby Crying Sounds\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav; raw_data\Baby Crying Sounds\tired\260c.wav; raw_data\Dataset\cry\260c.wav; raw_data\donateacry_corpus\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav; raw_data_2\Baby Crying Sounds\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav; raw_data_2\Baby Crying Sounds\tired\260c.wav; raw_data_2\burping\4burping.wav; raw_data_2\cry\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav; raw_data_2\cry\tired\260c.wav; raw_data_2\Dataset\cry\260c.wav,burping; tired; cry,Burping; None,Burping; Unknown; Tired,no,Excluded/Unknown,yes,Burping,yes,no,Excluded/Unknown,yes,Not Hungry,resolved_by_filename_priority
81ce7ebbdfe09c077b401f123792acb4,12,raw_data\BABY CRY\burping\499c.wav; raw_data\BABY CRY\hungry\d6cda191-4962-4308-9a36-46d5648a95ed-1430640304482-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\burping\499c.wav; raw_data\Baby Crying Sounds\hungry\d6cda191-4962-4308-9a36-46d5648a95ed-1430640304482-1.7-m-04-hu.wav; raw_data\Dataset\cry\499c.wav; raw_data\donateacry_corpus\hungry\d6cda191-4962-4308-9a36-46d5648a95ed-1430640304482-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\burping\499c.wav; raw_data_2\Baby Crying Sounds\hungry\d6cda191-4962-4308-9a36-46d5648a95ed-1430640304482-1.7-m-04-hu.wav; raw_data_2\cry\burping\499c.wav; raw_data_2\cry\hungry\d6cda191-4962-4308-9a36-46d5648a95ed-1430640304482-1.7-m-04-hu.wav; raw_data_2\Dataset\cry\499c.wav; raw_data_2\hungry\hungry1 (307).wav,burping; hungry; cry,None; Hungry,Burping; Unknown; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
822ea60fdd0f2241eb48c80e60d26257,5,raw_data\Baby Crying Sounds\noise\3-124795-A.ogg; raw_data\Dataset\not_cry\54n.ogg; raw_data_2\Baby Crying Sounds\noise\3-124795-A.ogg; raw_data_2\cry\noise\3-124795-A.ogg; raw_data_2\Dataset\not_cry\54n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
8234e1dc70e6d8f2fa6cd1010404315f,11,raw_data\BABY CRY\hungry\5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav; raw_data\Baby Crying Sounds\discomfort\194c.wav; raw_data\Baby Crying Sounds\hungry\5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav; raw_data\Dataset\cry\194c.wav; raw_data\donateacry_corpus\hungry\5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\194c.wav; raw_data_2\Baby Crying Sounds\hungry\5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav; raw_data_2\cry\discomfort\194c.wav; raw_data_2\cry\hungry\5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav; raw_data_2\Dataset\cry\194c.wav; raw_data_2\hungry\hungry1 (43).wav,discomfort; hungry; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
8269394e646accb1960567cca3eaeb63,2,raw_data\BABY CRY\hungry\hung_sugianto_minta_susu_23.wav; raw_data_2\Infants Cry Sound\Dataset\Hungry\hung_sugianto_minta_susu_23.wav,hungry; Hungry,None,Hungry,yes,Hungry,yes,Hungry,no,yes,Hungry,yes,Hungry,no_conflict
82e6f2c215f189e0ee3690036d9240bd,2,raw_data\BABY CRY\burping\generated3_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav; raw_data_2\cry\burping\generated3_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,burping,Burping,Burping,yes,Burping,yes,Burping,no,yes,Not Hungry,yes,Not Hungry,no_conflict
