md5_hash,resolved_label_binary,source_selected_path,all_original_paths,evidence_status_summary,output_path_binary,original_duration_sec,cleaned_duration_sec,output_sample_rate
8bc506b8e08fbe408237ed90be83d32f,Hungry,raw_data\BABY CRY\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013054417-1.7-m-26-hu.wav,raw_data\BABY CRY\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013054417-1.7-m-26-hu.wav; raw_data\Baby Crying Sounds\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013054417-1.7-m-26-hu.wav; raw_data\Baby Crying Sounds\tired\318c.wav; raw_data\Dataset\cry\318c.wav; raw_data\donateacry_corpus\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013054417-1.7-m-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013054417-1.7-m-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\318c.wav; raw_data_2\cry\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013054417-1.7-m-26-hu.wav; raw_data_2\cry\tired\318c.wav; raw_data_2\Dataset\cry\318c.wav; raw_data_2\hungry\hungry1 (195).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__8bc506b8e08fbe408237ed90be83d32f.wav,6.9,6.196,16000
8c394aae9898c1388698c2ab55ffdd4f,Hungry,raw_data\BABY CRY\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232195-1.0-f-26-hu.wav,raw_data\BABY CRY\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232195-1.0-f-26-hu.wav; raw_data\BABY CRY\tired\258c.wav; raw_data\Baby Crying Sounds\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232195-1.0-f-26-hu.wav; raw_data\Baby Crying Sounds\tired\258c.wav; raw_data\Dataset\cry\258c.wav; raw_data\donateacry_corpus\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232195-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232195-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\258c.wav; raw_data_2\cry\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232195-1.0-f-26-hu.wav; raw_data_2\cry\tired\258c.wav; raw_data_2\Dataset\cry\258c.wav; raw_data_2\hungry\hungry1 (64).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__8c394aae9898c1388698c2ab55ffdd4f.wav,7.0,6.432,16000
8ce5c5d6ba664f1de440a4a00c7a80ad,Not_Hungry,raw_data\BABY CRY\cold_hot\8c.wav,raw_data\BABY CRY\cold_hot\8c.wav; raw_data\Baby Crying Sounds\cold_hot\8c.wav; raw_data\Baby Crying Sounds\tired\06c4cfa2-7fa6-4fda-91a1-ea186a4acc64-1430029221058-1.7-f-26-ti.wav; raw_data\Dataset\cry\8c.wav; raw_data\donateacry_corpus\tired\06c4cfa2-7fa6-4fda-91a1-ea186a4acc64-1430029221058-1.7-f-26-ti.wav; raw_data_2\Baby Crying Sounds\cold_hot\8c.wav; raw_data_2\Baby Crying Sounds\tired\06c4cfa2-7fa6-4fda-91a1-ea186a4acc64-1430029221058-1.7-f-26-ti.wav; raw_data_2\cry\cold_hot\8c.wav; raw_data_2\cry\tired\06c4cfa2-7fa6-4fda-91a1-ea186a4acc64-1430029221058-1.7-f-26-ti.wav; raw_data_2\Dataset\cry\8c.wav; raw_data_2\tired\3tired.wav,resolved_by_filename_priority,majority_binary/Not_Hungry/Not_Hungry__8ce5c5d6ba664f1de440a4a00c7a80ad.wav,6.68,6.008,16000
8ceebf7863d9c6f26c659d9976ed9540,Not_Hungry,raw_data\BABY CRY\discomfort\uncom_sugianto_minta_gendong_12.wav,raw_data\BABY CRY\discomfort\uncom_sugianto_minta_gendong_12.wav; raw_data_2\Infants Cry Sound\Dataset\Uncomfortable\uncom_sugianto_minta_gendong_12.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__8ceebf7863d9c6f26c659d9976ed9540.wav,5.0,5.0,16000
8d02b406f082c506c6978239dec80e26,Hungry,raw_data\BABY CRY\hungry\B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav,raw_data\BABY CRY\hungry\B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav; raw_data\Baby Crying Sounds\hungry\B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav; raw_data\Baby Crying Sounds\tired\343c.wav; raw_data\Dataset\cry\343c.wav; raw_data\donateacry_corpus\hungry\B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav; raw_data_2\Baby Crying Sounds\hungry\B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav; raw_data_2\Baby Crying Sounds\tired\343c.wav; raw_data_2\cry\hungry\B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav; raw_data_2\cry\tired\343c.wav; raw_data_2\Dataset\cry\343c.wav; raw_data_2\hungry\hungry1 (274).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__8d02b406f082c506c6978239dec80e26.wav,7.0,6.84,16000
8d0d349725450cf9611c435f3b751aac,Hungry,raw_data\BABY CRY\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430038968282-1.7-m-04-hu.wav,raw_data\BABY CRY\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430038968282-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\burping\482c.wav; raw_data\Baby Crying Sounds\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430038968282-1.7-m-04-hu.wav; raw_data\Dataset\cry\482c.wav; raw_data\donateacry_corpus\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430038968282-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\burping\482c.wav; raw_data_2\Baby Crying Sounds\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430038968282-1.7-m-04-hu.wav; raw_data_2\cry\burping\482c.wav; raw_data_2\cry\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430038968282-1.7-m-04-hu.wav; raw_data_2\Dataset\cry\482c.wav; raw_data_2\hungry\hungry1 (283).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__8d0d349725450cf9611c435f3b751aac.wav,6.78,6.012,16000
8d72f1df374caef5067aa4fc2c991b5a,Not_Hungry,raw_data\BABY CRY\tired\d5abedab-9ed5-48d0-a83b-fc00c33d6d6b-1430079192907-1.7-f-04-ti.wav,raw_data\BABY CRY\tired\d5abedab-9ed5-48d0-a83b-fc00c33d6d6b-1430079192907-1.7-f-04-ti.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__8d72f1df374caef5067aa4fc2c991b5a.wav,6.88,5.856,16000
8db2b52c62c5efd4c8ee40906df10a6d,Hungry,raw_data\BABY CRY\belly_pain\369c.wav,raw_data\BABY CRY\belly_pain\369c.wav; raw_data\BABY CRY\hungry\DB95BF4A-E3E5-4429-A660-DBBCF486E6DF-1430664633-1.0-f-72-hu.wav; raw_data\Baby Crying Sounds\belly pain\369c.wav; raw_data\Baby Crying Sounds\hungry\DB95BF4A-E3E5-4429-A660-DBBCF486E6DF-1430664633-1.0-f-72-hu.wav; raw_data\Dataset\cry\369c.wav; raw_data\donateacry_corpus\hungry\DB95BF4A-E3E5-4429-A660-DBBCF486E6DF-1430664633-1.0-f-72-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\369c.wav; raw_data_2\Baby Crying Sounds\hungry\DB95BF4A-E3E5-4429-A660-DBBCF486E6DF-1430664633-1.0-f-72-hu.wav; raw_data_2\cry\belly pain\369c.wav; raw_data_2\cry\hungry\DB95BF4A-E3E5-4429-A660-DBBCF486E6DF-1430664633-1.0-f-72-hu.wav; raw_data_2\Dataset\cry\369c.wav; raw_data_2\hungry\hungry1 (320).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__8db2b52c62c5efd4c8ee40906df10a6d.wav,7.0,6.712,16000
8dc2ead2a98281ea5d6b1929c57a9e51,Hungry,raw_data\BABY CRY\cold_hot\32c.wav,raw_data\BABY CRY\cold_hot\32c.wav; raw_data\BABY CRY\hungry\101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav; raw_data\Baby Crying Sounds\cold_hot\32c.wav; raw_data\Baby Crying Sounds\hungry\101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav; raw_data\Dataset\cry\32c.wav; raw_data\donateacry_corpus\hungry\101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\32c.wav; raw_data_2\Baby Crying Sounds\hungry\101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav; raw_data_2\cry\cold_hot\32c.wav; raw_data_2\cry\hungry\101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav; raw_data_2\Dataset\cry\32c.wav; raw_data_2\hungry\hungry1 (153).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__8dc2ead2a98281ea5d6b1929c57a9e51.wav,6.96,6.272,16000
8e08d6c6b3f5ee9f543e79bc6e8bbd67,Hungry,raw_data\BABY CRY\hungry\C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891733-1.1-m-72-hu.wav,raw_data\BABY CRY\hungry\C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891733-1.1-m-72-hu.wav; raw_data\Baby Crying Sounds\hungry\C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891733-1.1-m-72-hu.wav; raw_data\Baby Crying Sounds\tired\348c.wav; raw_data\Dataset\cry\348c.wav; raw_data\donateacry_corpus\hungry\C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891733-1.1-m-72-hu.wav; raw_data_2\Baby Crying Sounds\hungry\C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891733-1.1-m-72-hu.wav; raw_data_2\Baby Crying Sounds\tired\348c.wav; raw_data_2\cry\hungry\C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891733-1.1-m-72-hu.wav; raw_data_2\cry\tired\348c.wav; raw_data_2\Dataset\cry\348c.wav; raw_data_2\hungry\hungry1 (292).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__8e08d6c6b3f5ee9f543e79bc6e8bbd67.wav,7.0,6.52,16000
8e9f3cfac257316fa7f2d1c6e7142813,Hungry,raw_data\BABY CRY\belly_pain\448c.wav,raw_data\BABY CRY\belly_pain\448c.wav; raw_data\BABY CRY\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436910225455-1.7-f-04-hu.wav; raw_data\Baby Crying Sounds\belly pain\448c.wav; raw_data\Baby Crying Sounds\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436910225455-1.7-f-04-hu.wav; raw_data\Dataset\cry\448c.wav; raw_data\donateacry_corpus\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436910225455-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\448c.wav; raw_data_2\Baby Crying Sounds\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436910225455-1.7-f-04-hu.wav; raw_data_2\cry\belly pain\448c.wav; raw_data_2\cry\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436910225455-1.7-f-04-hu.wav; raw_data_2\Dataset\cry\448c.wav; raw_data_2\hungry\hungry1 (248).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__8e9f3cfac257316fa7f2d1c6e7142813.wav,7.04,5.504,16000
8ec1c0aaa3396faa7f8ddb7bf22fa3d6,Hungry,raw_data\BABY CRY\hungry\B400D2D0-9FCE-472E-A152-1FF349B9B407-1436845915-1.1-m-04-hu.wav,raw_data\BABY CRY\hungry\B400D2D0-9FCE-472E-A152-1FF349B9B407-1436845915-1.1-m-04-hu.wav; raw_data\Baby Crying Sounds\hungry\B400D2D0-9FCE-472E-A152-1FF349B9B407-1436845915-1.1-m-04-hu.wav; raw_data\Baby Crying Sounds\tired\346c.wav; raw_data\Dataset\cry\346c.wav; raw_data\donateacry_corpus\hungry\B400D2D0-9FCE-472E-A152-1FF349B9B407-1436845915-1.1-m-04-hu.wav; raw_data_2\Baby Crying Sounds\hungry\B400D2D0-9FCE-472E-A152-1FF349B9B407-1436845915-1.1-m-04-hu.wav; raw_data_2\Baby Crying Sounds\tired\346c.wav; raw_data_2\cry\hungry\B400D2D0-9FCE-472E-A152-1FF349B9B407-1436845915-1.1-m-04-hu.wav; raw_data_2\cry\tired\346c.wav; raw_data_2\Dataset\cry\346c.wav; raw_data_2\hungry\hungry1 (271).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__8ec1c0aaa3396faa7f8ddb7bf22fa3d6.wav,7.0,7.0,16000
8fe92aa526f2c7d0db2f18492b4f2b37,Not_Hungry,raw_data\BABY CRY\burping\generated1_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,raw_data\BABY CRY\burping\generated1_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav; raw_data_2\cry\burping\generated1_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__8fe92aa526f2c7d0db2f18492b4f2b37.wav,6.54,6.188,16000
9011f57c13387e34c3050eca4eec259d,Hungry,raw_data\BABY CRY\cold_hot\35c.wav,raw_data\BABY CRY\cold_hot\35c.wav; raw_data\BABY CRY\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav; raw_data\Baby Crying Sounds\cold_hot\35c.wav; raw_data\Baby Crying Sounds\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav; raw_data\Dataset\cry\35c.wav; raw_data\donateacry_corpus\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\35c.wav; raw_data_2\Baby Crying Sounds\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav; raw_data_2\cry\cold_hot\35c.wav; raw_data_2\cry\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav; raw_data_2\Dataset\cry\35c.wav; raw_data_2\hungry\hungry1 (101).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__9011f57c13387e34c3050eca4eec259d.wav,7.0,7.0,16000
9049a7d94232adc5b52225bd6c400eaa,Hungry,raw_data\BABY CRY\belly_pain\362c.wav,raw_data\BABY CRY\belly_pain\362c.wav; raw_data\BABY CRY\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807587-1.0-m-48-hu.wav; raw_data\Baby Crying Sounds\belly pain\362c.wav; raw_data\Baby Crying Sounds\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807587-1.0-m-48-hu.wav; raw_data\Dataset\cry\362c.wav; raw_data\donateacry_corpus\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807587-1.0-m-48-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\362c.wav; raw_data_2\Baby Crying Sounds\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807587-1.0-m-48-hu.wav; raw_data_2\cry\belly pain\362c.wav; raw_data_2\cry\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807587-1.0-m-48-hu.wav; raw_data_2\Dataset\cry\362c.wav; raw_data_2\hungry\hungry1 (311).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__9049a7d94232adc5b52225bd6c400eaa.wav,7.0,7.0,16000
90d57bd678d4a917f83b552f3ec99b2d,Hungry,raw_data\BABY CRY\cold_hot\121c.wav,raw_data\BABY CRY\cold_hot\121c.wav; raw_data\BABY CRY\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122479873-1.7-m-26-hu.wav; raw_data\Baby Crying Sounds\cold_hot\121c.wav; raw_data\Baby Crying Sounds\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122479873-1.7-m-26-hu.wav; raw_data\Dataset\cry\121c.wav; raw_data\donateacry_corpus\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122479873-1.7-m-26-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\121c.wav; raw_data_2\Baby Crying Sounds\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122479873-1.7-m-26-hu.wav; raw_data_2\cry\cold_hot\121c.wav; raw_data_2\cry\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122479873-1.7-m-26-hu.wav; raw_data_2\Dataset\cry\121c.wav; raw_data_2\hungry\hungry1 (15).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__90d57bd678d4a917f83b552f3ec99b2d.wav,6.92,6.664,16000
91a1336aa98beb940677a8e7f0ea8bea,Not_Hungry,raw_data\Baby Crying Sounds\burping\564c.wav,raw_data\Baby Crying Sounds\burping\564c.wav; raw_data\Dataset\cry\564c.wav; raw_data_2\Baby Crying Sounds\burping\564c.wav; raw_data_2\cry\burping\564c.wav; raw_data_2\Dataset\cry\564c.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__91a1336aa98beb940677a8e7f0ea8bea.wav,5.0,5.0,16000
921397324ca3c4e188a7ec42ee282457,Hungry,raw_data\BABY CRY\hungry\602b06a7-31f0-4370-b35a-9cc81d205958-1430907796431-1.7-f-72-hu.wav,raw_data\BABY CRY\hungry\602b06a7-31f0-4370-b35a-9cc81d205958-1430907796431-1.7-f-72-hu.wav; raw_data\Baby Crying Sounds\discomfort\198c.wav; raw_data\Baby Crying Sounds\hungry\602b06a7-31f0-4370-b35a-9cc81d205958-1430907796431-1.7-f-72-hu.wav; raw_data\Dataset\cry\198c.wav; raw_data\donateacry_corpus\hungry\602b06a7-31f0-4370-b35a-9cc81d205958-1430907796431-1.7-f-72-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\198c.wav; raw_data_2\Baby Crying Sounds\hungry\602b06a7-31f0-4370-b35a-9cc81d205958-1430907796431-1.7-f-72-hu.wav; raw_data_2\cry\discomfort\198c.wav; raw_data_2\cry\hungry\602b06a7-31f0-4370-b35a-9cc81d205958-1430907796431-1.7-f-72-hu.wav; raw_data_2\Dataset\cry\198c.wav; raw_data_2\hungry\hungry1 (175).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__921397324ca3c4e188a7ec42ee282457.wav,6.92,4.928,16000
923e6195a30584d49eade24a4f9acc8e,Hungry,raw_data\BABY CRY\hungry\8057932d-a6af-4d63-903b-37049686e176-1430919675907-1.7-f-72-hu.wav,raw_data\BABY CRY\hungry\8057932d-a6af-4d63-903b-37049686e176-1430919675907-1.7-f-72-hu.wav; raw_data\BABY CRY\tired\269c.wav; raw_data\Baby Crying Sounds\hungry\8057932d-a6af-4d63-903b-37049686e176-1430919675907-1.7-f-72-hu.wav; raw_data\Baby Crying Sounds\tired\269c.wav; raw_data\Dataset\cry\269c.wav; raw_data\donateacry_corpus\hungry\8057932d-a6af-4d63-903b-37049686e176-1430919675907-1.7-f-72-hu.wav; raw_data_2\Baby Crying Sounds\hungry\8057932d-a6af-4d63-903b-37049686e176-1430919675907-1.7-f-72-hu.wav; raw_data_2\Baby Crying Sounds\tired\269c.wav; raw_data_2\cry\hungry\8057932d-a6af-4d63-903b-37049686e176-1430919675907-1.7-f-72-hu.wav; raw_data_2\cry\tired\269c.wav; raw_data_2\Dataset\cry\269c.wav; raw_data_2\hungry\hungry1 (229).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__923e6195a30584d49eade24a4f9acc8e.wav,6.96,6.64,16000
92dd66473a699511650fdb11634eb846,Hungry,raw_data\BABY CRY\cold_hot\102c.wav,raw_data\BABY CRY\cold_hot\102c.wav; raw_data\BABY CRY\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053464739-1.7-m-26-hu.wav; raw_data\Baby Crying Sounds\cold_hot\102c.wav; raw_data\Baby Crying Sounds\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053464739-1.7-m-26-hu.wav; raw_data\Dataset\cry\102c.wav; raw_data\donateacry_corpus\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053464739-1.7-m-26-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\102c.wav; raw_data_2\Baby Crying Sounds\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053464739-1.7-m-26-hu.wav; raw_data_2\cry\cold_hot\102c.wav; raw_data_2\cry\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053464739-1.7-m-26-hu.wav; raw_data_2\Dataset\cry\102c.wav; raw_data_2\hungry\hungry1 (205).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__92dd66473a699511650fdb11634eb846.wav,6.74,6.304,16000
9340a0832bfbd1dce0c61859473b67de,Not_Hungry,raw_data\BABY CRY\belly_pain\438c.wav,raw_data\BABY CRY\belly_pain\438c.wav; raw_data\Baby Crying Sounds\belly pain\438c.wav; raw_data\Dataset\cry\438c.wav; raw_data_2\Baby Crying Sounds\belly pain\438c.wav; raw_data_2\cry\belly pain\438c.wav; raw_data_2\Dataset\cry\438c.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__9340a0832bfbd1dce0c61859473b67de.wav,5.0,5.0,16000
936cd8d5a8ff11ef9496c0df88fc5b04,Not_Hungry,raw_data_2\cry\burping\generated1_5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,raw_data_2\cry\burping\generated1_5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__936cd8d5a8ff11ef9496c0df88fc5b04.wav,6.66,6.148,16000
93753b946c06107544f7355d5d0e8952,Hungry,raw_data\BABY CRY\belly_pain\459c.wav,raw_data\BABY CRY\belly_pain\459c.wav; raw_data\BABY CRY\hungry\ae5a462b-5424-4b5b-82d5-07ccb61654ab-1430405436291-1.7-f-04-hu.wav; raw_data\Baby Crying Sounds\belly pain\459c.wav; raw_data\Baby Crying Sounds\hungry\ae5a462b-5424-4b5b-82d5-07ccb61654ab-1430405436291-1.7-f-04-hu.wav; raw_data\Dataset\cry\459c.wav; raw_data\donateacry_corpus\hungry\ae5a462b-5424-4b5b-82d5-07ccb61654ab-1430405436291-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\459c.wav; raw_data_2\Baby Crying Sounds\hungry\ae5a462b-5424-4b5b-82d5-07ccb61654ab-1430405436291-1.7-f-04-hu.wav; raw_data_2\cry\belly pain\459c.wav; raw_data_2\cry\hungry\ae5a462b-5424-4b5b-82d5-07ccb61654ab-1430405436291-1.7-f-04-hu.wav; raw_data_2\Dataset\cry\459c.wav; raw_data_2\hungry\hungry1 (261).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__93753b946c06107544f7355d5d0e8952.wav,6.88,6.688,16000
94b4d29dc093095e229fb93d45cb8864,Not_Hungry,raw_data\BABY CRY\belly_pain\416c.wav,raw_data\BABY CRY\belly_pain\416c.wav; raw_data\Baby Crying Sounds\belly pain\416c.wav; raw_data\Dataset\cry\416c.wav; raw_data_2\Baby Crying Sounds\belly pain\416c.wav; raw_data_2\cry\belly pain\416c.wav; raw_data_2\Dataset\cry\416c.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__94b4d29dc093095e229fb93d45cb8864.wav,5.0,4.872,16000
94e881b73b332d8959e8027cf704c214,Hungry,raw_data\BABY CRY\hungry\63CA92F7-973A-4DCA-A410-7B19811A2478-1430041884-1.0-f-26-hu.wav,raw_data\BABY CRY\hungry\63CA92F7-973A-4DCA-A410-7B19811A2478-1430041884-1.0-f-26-hu.wav; raw_data\Baby Crying Sounds\discomfort\199c.wav; raw_data\Baby Crying Sounds\hungry\63CA92F7-973A-4DCA-A410-7B19811A2478-1430041884-1.0-f-26-hu.wav; raw_data\Dataset\cry\199c.wav; raw_data\donateacry_corpus\hungry\63CA92F7-973A-4DCA-A410-7B19811A2478-1430041884-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\199c.wav; raw_data_2\Baby Crying Sounds\hungry\63CA92F7-973A-4DCA-A410-7B19811A2478-1430041884-1.0-f-26-hu.wav; raw_data_2\cry\discomfort\199c.wav; raw_data_2\cry\hungry\63CA92F7-973A-4DCA-A410-7B19811A2478-1430041884-1.0-f-26-hu.wav; raw_data_2\Dataset\cry\199c.wav; raw_data_2\hungry\hungry1 (134).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__94e881b73b332d8959e8027cf704c214.wav,7.0,6.2,16000
954f610cc62683d1b04e095361f51167,Hungry,raw_data\BABY CRY\hungry\70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav,raw_data\BABY CRY\hungry\70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\discomfort\226c.wav; raw_data\Baby Crying Sounds\hungry\70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav; raw_data\Dataset\cry\226c.wav; raw_data\donateacry_corpus\hungry\70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\226c.wav; raw_data_2\Baby Crying Sounds\hungry\70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav; raw_data_2\cry\discomfort\226c.wav; raw_data_2\cry\hungry\70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav; raw_data_2\Dataset\cry\226c.wav; raw_data_2\hungry\hungry1 (139).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__954f610cc62683d1b04e095361f51167.wav,6.94,6.268,16000
95732fcd1e920954a6a42894991be7c2,Not_Hungry,raw_data\Baby Crying Sounds\burping\560c.wav,raw_data\Baby Crying Sounds\burping\560c.wav; raw_data\Dataset\cry\560c.wav; raw_data_2\Baby Crying Sounds\burping\560c.wav; raw_data_2\cry\burping\560c.wav; raw_data_2\Dataset\cry\560c.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__95732fcd1e920954a6a42894991be7c2.wav,5.0,5.0,16000
